Hail ID,Date/Time,Latitude,Longitude,Nearest town,State,Hail size,Comments,
1001,2003-02-09 09:30:00,-35.5300,149.6300,Ballabala,NSW,2.0," 2cm hail, heavy rain and strong winds were reported in the Ballabala, Braidwood area on 9/2/03 at 9:30UTC.",
1002,2003-02-10 02:30:00,-34.2800,150.5800,Bargo,NSW,2.0, 2cm hail reported in Bargo area on 10/2/03 at 2:30UTC.,
1003,2003-02-10 02:40:00,-34.3100,149.9700,Wombeyan Caves,NSW,2.0, 2cm hail reported in the Wombeyan Caves area on 10/2/03 at 2:40UTC.,
1004,2003-02-12 06:50:00,-34.2800,150.5800,bargo,NSW,2.0, 2cm hail reported at Bargo on 12/2/03 at 6.50UTC.,
1005,2003-02-13 02:50:00,-31.8900,152.5500,taree,NSW,2.5, 2.5cm hail reported in Taree on 13/2/03 at 2.50UTC.,
1006,2003-03-09 03:20:00,-33.1600,150.6800,Putty,NSW,2.8, 2.8cm and heavy rain reported in the Putty area on 9/3/03 between 3.20 and 4.20UTC.,
1007,2003-03-09 04:00:00,-33.7300,150.5600,Woodford,NSW,2.0, 2cm hail reported in Woodford area on 9/3/03 at 4.00UTC,
1008,2003-03-09 05:50:00,-32.6400,151.4200,Branxton,NSW,3.0, 3cm hail and a thin tornado for 5 minutes was reported in the Branxton area on 9/3/03 at 5.50UTC.,
1009,2003-03-09 20:30:00,-35.3200,149.1200,Canberra,NSW,2.0, 2cm odd shaped hail reported in Canberra area on 9/3/03 at 20.30UTC.,
1010,2003-03-14 07:30:00,-35.3500,149.0800,Woden,NSW,2.0," 2cm hail, heavy rain that caused flash flooding and strong winds were reported in Canberra area on 14/3/03 between 7.30 and 8.00UTC.",
1011,2003-03-20 04:45:00,-33.4500,151.4400,TERRIGAL,NSW,5.5, 5.5 cm hail reported at Terrigal on the 20/3/03 at 4.45UTC,
1012,2003-03-20 06:10:00,-32.7800,151.7300,Raymond Terrace,NSW,2.0, 2cm hail with heavy rain reported in Raymond terrace on the 20/3/03 at 6.10UTC,
1013,2003-03-20 08:30:00,-31.8800,152.3600,WINGHAM,NSW,2.0, 2cm hail with strong winds that brought down trees was reported in the Wingham and Caffreys Flat area on the 20/3/03 at 8.30UTC,
1014,2003-03-22 08:30:00,-28.7800,152.9800,Fairy Hill,NSW,3.0, 3cm hail for 10 minutes reported at Fairy Hill on 22/3/03 at 8.30UTC,
1015,2003-03-23 05:50:00,-28.8800,153.0500,CASINO,NSW,4.4, GOLFBALL HAIL REPORTED AT CASINO ON THE 23/3/03 AT 5.50UTC,
1016,2003-03-29 04:50:00,-35.3000,148.2200,TUMUT,NSW,4.4, GOLFBALL SIZED HAIL HEAVY RAIN DAMAGED SHOPPING CENTRE ROOF AND DAMAGED CARS IN TUMUT AREA ON THE 29.3.03 AT 4.50UTC,
1017,2003-03-30 05:00:00,-30.1300,153.0200,NANA GLEN,NSW,5.0," Up to 5cm hail with violent rain reported in the Nana Glen, Upper Corindi area on 30/3/03 between 5:00 and 6:00UTC.",
1018,2003-03-30 05:15:00,-31.8900,152.5500,TAREE,NSW,2.0, LARGE HAIL REPORTED IN TAREE AND ON THE PACIFIC HIGHWAY FOR 25km AT TELEGRAPH POINT ON THE 30/3/03 BETWEEN 5:00 and 6.00UTC,
1019,2003-03-30 05:30:00,-31.3300,152.8000,TELEGRAPH POINT,NSW,6.0, LARGE HAIL REPORTED IN TAREE AND ON THE PACIFIC HIGHWAY FOR 25km AT TELEGRAPH POINT ON THE 30/3/03 BETWEEN 5:00 and 6.00UTC,
1020,2003-03-30 06:00:00,-29.6800,152.9300,LAWRENCE,NSW,6.0, 6cm HAIL DAMAGED CARS ALONG WITH STRONG WINDS AND HEAVY RAIN REPORTED BETWEEN LAWRENCE AND EVANS HEAD ON THE 30/3/03 BETWEEN 6:00 AND 8:00UTC,
1021,2003-03-30 06:00:00,-30.0490,153.1350,Upper Corindi,NSW,4.4," Up to 5cm hail with violent rain reported in the Nana Glen, Upper Corindi area on 30/3/03 between 5:00 and 6:00UTC.",
1022,2003-03-30 06:30:00,-28.9900,153.2900,Coraki,NSW,2.0,"Extensive damage to crops, smashed windows. Hail stones as big as marbles, 12cm thick on ground after storm. Storm at Coraki/Swan Bay on 30/3/03 at 6:30UTC. Strong winds, large hail, heavy rain.",
1023,2003-03-30 07:30:00,-29.2000,153.2700,TABBIMOBLE,NSW,5.0, 6cm HAIL DAMAGED CARS ALONG WITH STRONG WINDS AND HEAVY RAIN REPORTED BETWEEN LAWRENCE AND EVANS HEAD ON THE 30/3/03 BETWEEN 6:00 AND 8:00UTC,
1024,2003-03-30 08:30:00,-28.6800,153.5200,Bangalow,NSW,2.0, 6cm HAIL DAMAGED CARS ALONG WITH STRONG WINDS AND HEAVY RAIN REPORTED BETWEEN LAWRENCE AND EVANS HEAD ON THE 30/3/03 BETWEEN 6:00 AND 8:00UTC,
1025,2003-05-12 04:00:00,-32.2490,148.6010,dubbo,NSW,6.3,Report from 50 km E of Dubbo Severe hailstorm 50 km east of Dubbo with tennis ball sized hail at about 3pm on 12/12/03,
1026,2003-07-01 07:00:00,-34.5490,146.4010,Leeton,NSW,0.5,"Small hail fell for about 5min Storm at Leeton on 1/7/03 at 7:00UTC. Heavy rain, hail reported.",
1027,2003-08-18 07:00:00,-31.4320,152.9180,Port Macquarie,NSW,2.0,"Most common size was 1cm, with some 2cm. Hail storm lasted 15min. Storm with hail at Port Macquarie on 18/8/03 at 7:00UTC.",
1028,2003-09-12 04:30:00,-35.5500,147.9800,Batlow,NSW,3.0, Large hail reported at Batlow and Canberra on the 12/09/03 between 4.30 and 6.30 UTC,
1029,2003-09-12 06:30:00,-35.3200,149.1200,Canberra,NSW,2.0, Large hail reported at Batlow and Canberra on the 12/09/03 between 4.30 and 6.30 UTC,
1030,2003-10-02 02:40:00,-31.5320,150.8350,Wallabadah,NSW,3.0,"2-3cm hail between Wallabadah and Willowtree near Murrundi on New England Highway Storm near Wallabadah, Willowtree, Quirindi on 2/10/03 at 3:15UTC. 2-3cm hail; power blackout.",
1031,2003-10-02 03:40:00,-30.9820,150.2510,Gunnedah,NSW,6.3,"Tennis ball size hail in southern parts of town, light hail in other parts of town Storm near Gunnedah on 2/10/03 at 3:40 UTC.  Tennis ball size hail in southern parts of town; strong winds; heavy rain.",
1032,2003-10-02 06:00:00,-29.5320,148.5680,Collarenebri,NSW,4.4,Golf ball size hail reported sometime between 12 noon and 4pm. Storm near Collarenebri on 2/10/03 in afternnon before 6:00UTC. Golf ball sized hail.,
1033,2003-10-05 05:45:00,-32.8100,151.3500,Cessnock,NSW,4.4,Reported on 7/10/03. Golf ball size hail (may be overestimate). Damage to patio roof. Storm near Cessnock on 5/10/03 at 5:45UTC. Hail up to golf ball size. Damage to patio roof.,
1034,2003-10-18 05:30:00,-34.2230,150.5930,Tahmoor,NSW,4.4, Storm near Tahmoor on 18/10/03 at 5:30UTC. Large golf ball size hail.,
1035,2003-10-20 07:40:00,-28.9480,153.4680,Wardell,NSW,3.0,Most common size 2.2cm. Largest size 3cm. Storm  5km NW of Wardell near Buckombil Mountain on 20/10/03 at 8:10UTC. Large hail reported. No strong winds and minimal rain.,
1036,2003-10-24 06:50:00,-28.9060,152.7220,Mallanganee,NSW,7.5,Cricket ball sized hail reported at Mallanganee. Small hail at Tabulam with branches off trees. Storm with large hail near Mallanganee on 24/10/03 at 6:50UTC.,
1037,2003-10-25 00:00:00,-33.5150,151.3350,Ettalong,NSW,1.2,"1.2cm hail reported. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1038,2003-10-25 03:00:00,-31.9990,149.4850,Hargraves,NSW,3.0,"Most common size 1.0cm, largest 3.0cm. Storm with large hail 12km SW of Hargraves on 25/10/03 at 3:00UTC",
1039,2003-10-25 03:00:00,-33.6990,150.5350,Faulconbridge,NSW,4.0,"Most common size 2-3cm, largest 4cm and jaqgged. Hail fell for whole time storm was over the location. Extensive hail damage to garden. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1040,2003-10-25 03:00:00,-33.6970,150.5680,Springwood,NSW,2.5,"Largest size 2.5cm, most common 1.5cm. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1041,2003-10-25 03:10:00,-31.9990,151.9680,Gloucester,NSW,3.0,Hail size from $2 coin to 20c coin size. Storm with large hail near Gloucester on 25/10/03 at 3:10UTC. Heavy rain.,
1042,2003-10-25 03:15:00,-33.7090,150.5850,Valley Heights,NSW,4.4,"Heavy hail storm up to "golf ball" size for 30 min. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1043,2003-10-25 03:40:00,-33.7490,150.7510,Penrith,NSW,3.0,"3cm hail reported north of Pernrith. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1044,2003-10-25 03:45:00,-33.7150,150.7510,Llandillo,NSW,6.3,""Tennis ball" size hail reported. "Whiteout" with heavy rain, trees stripped. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1045,2003-10-25 04:00:00,-33.6570,150.8100,Windsor Downs,NSW,6.0,"Mostly "golf ball" size hail but 5-6cm common (reported by storm chaser). Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1046,2003-10-25 04:00:00,-33.6990,150.5350,Faulconbridge,NSW,3.5,"Largest size 3.5cm, most common 1-2cm. Sporadic hail amid heavy rain. Second cell part of multicell event (see event 22839) on 25/10/03. Cell formed on Blue Mountains and was near Faulconhbridge at 4:00UTC then followed similar path to previous cell eventually merging with it near Hornsby. Large hail andf heavy rain.",
1047,2003-10-25 04:15:00,-33.7150,150.7510,Llandillo,NSW,4.0,"3-4cm hail reported between Penrith and Richmond (two reports, one by storm chaser at 4:27UTC). One report at 4:28UTC of hail 10c to 20c size. Second cell part of multicell event (see event 22839) on 25/10/03. Cell formed on Blue Mountains and was near Faulconhbridge at 4:00UTC then followed similar path to previous cell eventually merging with it near Hornsby. Large hail andf heavy rain.",
1048,2003-10-25 04:27:00,-33.7290,150.9540,Kellyville,NSW,3.2,"3.2cm hail reported by Bureau employee. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1049,2003-10-25 04:30:00,-32.7400,151.6430,Box Hill,NSW,5.0,""Billiard ball" size hail. Covered paddock. Horses injured. Cars damaged, windscreens smashed, solar hot water system damaged. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1050,2003-10-25 04:30:00,-33.6820,150.8680,Riverstone,NSW,0.0,"Largest size 5.5cm, most common 4.5cm. Windows broken, car destroyed. Hail to 1ft thick. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1051,2003-10-25 04:35:00,-33.6600,150.9350,Annangrove,NSW,4.4,"Golf ball size hail reported. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1052,2003-10-25 04:45:00,-33.6870,150.9900,Kenthurst,NSW,2.0,"Reported two hail storms separated by a 10 min break, both accompanied by heavy rain (heavy rain continued after a second break). Most common hail size 2cm. Total time 1hr. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1053,2003-10-25 05:00:00,-33.7070,151.1180,Wahroonga,NSW,3.0,"2-3cm hail reported. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1054,2003-10-25 05:30:00,-33.6070,151.1430,Berowra Heights,NSW,3.8,"Largest size 3.8cm, most common 3cm. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1055,2003-10-25 05:30:00,-33.4900,150.9430,Maroota,NSW,4.4,Report of golf ball sized hail (from storm chaser). Storm with large hail formed on 25/10/03 around 5:10UTC northwest of Richmond merged with another cell (event 22839) near Galston.,
1056,2003-10-25 06:15:00,-28.9060,152.7220,Mallanganee,NSW,5.0,3-5cm hail reported. Storm with large hail near Mallanganee (west of Casino) on 25/10/03 at 6:15UTC.,
1057,2003-10-25 06:20:00,-30.3150,153.1180,Coffs Harbour,NSW,2.5,"Hailstorm described as "enormous." Hail size of $1 coinh, some bigger and jagged. Storm with large hail at Coffs Harbour on 25/10/03 at 6:20UTC.",
1058,2003-10-25 13:25:00,-33.6820,150.6010,Winmalee,NSW,3.5,"3.5cm hail reported. Multi celled event - severe strorm with large hail and heavy rain on 25/10/03 from 2:35UTC, followed path from Katoomba to Springwood to Penrith/Richmond to Windsor to Riverstone to Hornsby to Berowra to Ettalong. Second cell (event 22840) formed an hour later around Faulconbridge and merged with the first cell near Hornsby. Wall cloud observed but disorganised (by storm chaser). 3rd cell (event 22842) formed northwest of Richmond about 5:10UTC but merged with first cell near Galston.",
1059,2003-10-26 04:00:00,-28.6250,153.0120,Kyogle,NSW,8.0,"Largest size 8cm, most common size 5cm. One report described as "cricket ball" sized.  Iron rooves and cars dented. Broken skylights, trees stripped bare at Bilambil Heights. Small hail only at Kingscliff. Storm with large hail on 26/10/03 from 4:00UTC followed path from Kyogle to Kingscliff.",
1060,2003-10-26 04:05:00,-29.6320,153.0350,Ulmarra,NSW,4.4,Hail up to golf ball size north of Ulmarra on Pacific Highweay (reported by storm chaser). Storm witjh large hail followed path Ulmarra/Tyndale/Woodford Island on 26/10/03 from 4:00UTC,
1061,2003-10-26 04:25:00,-29.5320,153.1850,Tyndale,NSW,10.0,Hail typically 7-8cm measured by storm chaser on Pacific Highway at Tyndale - largest measured at 9.6cm by 7cm (45 min after storm). Storm witjh large hail followed path Ulmarra/Tyndale/Woodford Island on 26/10/03 from 4:00UTC,
1062,2003-10-26 04:30:00,-29.5150,153.1350,Woodford Island,NSW,7.5,Hail "larger than cricket balls" reported. Storm witjh large hail followed path Ulmarra/Tyndale/Woodford Island on 26/10/03 from 4:00UTC,
1063,2003-11-02 02:30:00,-34.5900,150.7430,Yellow Rock (near Albion Park),NSW,2.0,"Largest hail size 2cm, most common 1cm. Hail storm lasted 15 min and carpeted the ground. Storm with hail near at Yellow Rock near Albion Park on 2/11/03 at 2:30UTC",
1064,2003-11-10 02:45:00,-33.6990,149.8680,Oberon,NSW,2.5,"Largest size 2.5cm, most common 1-2cm. Storm with large hail at Oberon on 10/11/03 at 2:45UTC.",
1065,2003-11-16 02:45:00,-35.3600,149.2300,Queanbeyan,NSW,3.5,20c to 50c size hail reported. Storm with large hail between Bungendore and Queanbeyan on 16/11/03 at 2:45UTC.,
1066,2003-11-21 00:15:00,-34.7490,146.5510,Narrandera,NSW,2.0,$2 size hail. Storm with heavy rain and hail near Leeton and Narrandera on 21/11/03 at 0:30UTC.,
1067,2003-11-21 00:30:00,-34.5490,146.4010,Leeton,NSW,1.0,10mm hail for 10 minutes. Storm with heavy rain and hail near Leeton and Narrandera on 21/11/03 at 0:30UTC.,
1068,2003-12-11 18:55:00,-35.2150,148.0350,mt horeb,NSW,3.0," Thunderstorm with up to 3cm hail (most common size 2cm) at Mt Horeb (SW Slopes) at 5:55am on 12/12/03. Minor damage to garden, paint on car.",
1069,2003-12-12 04:57:00,-32.2490,148.6010,dubbo,NSW,7.0," Severe hailstorm with 7cm hail, broken windows 25km south of Dubbo at 15:57 on 12/12/03.",
1070,2003-12-12 07:51:00,-30.9320,148.3680,coonamble,NSW,4.4, Golf ball sized hail reported from Coonamble at 6:51pm on 12/12/03.,
1071,2003-12-27 08:45:00,-29.9320,151.0350,howell,NSW,1.0, Strong wind uprooted trees and heavy rain (50mm in 15 min) flooded paddocks at Howell (near Inverell) between 7:45pm and 8:05pm on 27/12/03. Small (1cm) hail reported.,
1072,2004-01-07 05:15:00,-31.9820,151.5850,Tamworth,NSW,1.3,Some nonsevere hail. Storm with large wind gusts and some nonsevere hail near Tamworth on 7/1/04 from 4:00UTC.,
1073,2004-01-21 04:20:00,-36.0650,146.9010,Albury,NSW,2.0,1.5 - 2.0 cm hail reported. Storm with hail and large wind gusts near Albury on 21/1/04 at 4:20 UTC,
1074,2004-01-21 08:55:00,-35.7150,150.1850,Batemans Bay,NSW,0.5,Nonsevere hail reported. Largest 0.5cm. Storm with large wind gusts and small hail at Batemans Bay on 21/1/04 at 8:55UTC.,
1075,2004-01-23 05:00:00,-32.2490,148.6010,Dubbo,NSW,2.0,Pigeon egg or large marble sized hail. Storm with large hail and large wind gusts in Dubbo on 23/1/04 at 5:00UTC.,
1076,2004-01-23 06:00:00,-29.7820,151.1180,Inverell,NSW,2.5,"Largest size 2.5cm, most common 2.0cm. Hail covered the ground. Hail blown almost horizontal by wind. Storm with large hail and large wind gusts near Inverell on 23/1/04 at 6:00UTC.",
1077,2004-01-23 10:30:00,-28.6840,153.0020,Cedar Point,NSW,0.0,"Hail stripped gardens, killes livestock. No size estimate given. Storm with large hail and large wind gusts near Cedar Point on 23/1/04 at 10:30UTC.",
1078,2004-01-24 03:10:00,-31.9990,151.9680,Gloucester,NSW,2.4,"Pea" size up to "10c piece" size hail. Storm with large hail near Gloucester (8km north) on 24/1/04 at 3:06UTC.,
1079,2004-01-24 03:10:00,-32.6650,151.6010,Albion Park,NSW,4.0,One report of "20c piece" size hail. Another report of 4cm hail. Damage to cars and light damage to homes. Storm near Albion Park with large hail on 24/1/04 at 3:10UTC.,
1080,2004-01-24 04:00:00,-34.5900,150.5930,Robertson,NSW,3.0,"Largest size 3cm, most common 2cm. Storm with large hail at Roberston/Shell Harbour on 24/1/04 at 4:00UTC.",
1081,2004-01-24 05:00:00,-34.5820,150.8760,Shell Harbour,NSW,2.0,Marble size hail (~ 2cm) reported. Storm with large hail at Roberston/Shell Harbour on 24/1/04 at 4:00UTC.,
1082,2004-01-24 06:05:00,-32.7650,151.7350,Raymond Terrace,NSW,3.5,"Largest size 3.5cm, most common 2.0cm. Small hail (0.5cm) reported at Redhead. Storm with large hail, large wind gusts and heavy rain in Newcastle/Raymond Terrace area on 24/1/04 at 6:05UTC.",
1083,2004-01-24 07:00:00,-29.7820,151.1180,Inverell,NSW,3.0,"Old Howell village site 20km SSW of Inverell. Largest size 3cm, most common 2cm. Storm with large hail, heavy rain and large wind gusts near Inverell on 24/1/04 at 7:00UTC.",
1084,2004-01-24 07:10:00,-30.4320,152.6680,Orama,NSW,4.4,Golf ball sized hail reported. Storm with large hail at Orama (west of Bellingen) on 24/1/04 at 7:10UTC.,
1085,2004-01-25 01:10:00,-33.4880,151.3100,Phegans Bay,NSW,2.0,"Breif and intense hail storm. Largest size 2cm, most common size 2cm. Storm with large hail at Phegans Bay on 25/1/04 at 1:10UTC.",
1086,2004-01-25 01:45:00,-31.2650,150.7350,Currabubula,NSW,5.0,"Largest size 5cm and very jagged, most common 2.5cm. First of two storms with large hail, heavy rain and large wind gusts at Currabubula on 25/1/04 at 1:45UTC.",
1087,2004-01-25 02:45:00,-31.2650,150.7350,Currabubula,NSW,5.0,"Largest size 5cm and jagged, most common 2.5cm. Second of two storms with large hail, heavy rain and large wind gusts at Currabubula on 25/1/04 at 2:45UTC.",
1088,2004-01-25 05:00:00,-31.5650,149.9850,Bundella,NSW,6.3,"Largest size 6cm (described as tennis ball sized hail), most common 3cm. Storm with large hail and heavy rain near Bundella on 25/1/04 at 5:00UTC.",
1089,2004-01-25 06:40:00,-29.7820,151.1180,Inverell,NSW,6.3,"Largest size 6cm (described as tennis ball sized and jagged), most common 3.5 - 4.0cm. Damage to skylight and roof. Storm with large hail at Inverell on 25/1/04 at 6:40UTC.",
1090,2004-01-26 11:30:00,-31.9990,151.9680,Gloucester,NSW,4.4,Golf ball sized hail. Windows broken. Storm with large hail and heavy rain near Gloucester on 26/1/04 at 11:30UTC. Trees damaged by lightning.,
1091,2004-01-27 02:00:00,-34.4820,150.4180,Bowral,NSW,2.0,Trees stripped by hail. Storm with large hail near Bowral (on the Bowral/Mittagong range) on 27/1/04 at about 2:00UTC.,
1092,2004-01-27 02:45:00,-34.7150,150.1510,Tallong,NSW,0.0,Report of "large" hail (no size given). Storm with large hail near Tallong/Wingello (east of Marulan) on 27/1/04 at 2:45UTC.,
1093,2004-01-27 07:20:00,-32.5650,151.1680,Singleton,NSW,7.0,"Largest size 7cm, most common 3cm. Storm with large hail and heavy rain at Singleton on 27/1/04 at 7:20UTC.",
1094,2004-01-27 09:00:00,-28.8150,153.2850,Lismore,NSW,3.0,3cm hail reported falling ahead of cell near Lismore/Casino. Storm with large hail near Lismore/Casino on 27/1/04 at about 9:00UTC.,
1095,2004-01-28 02:30:00,-30.2650,153.1350,Korora,NSW,5.0,"Largest size 5cm, most common 3cm. Storm with large hail and heavy rain at Korora on 28/1/04 at 2:30UTC.",
1096,2004-01-28 04:00:00,-33.4150,150.7850,Colo Heights,NSW,2.5, Storm with large hail near Central Colo on 28/1/04 at 4:00UTC.,
1097,2004-01-28 04:30:00,-33.3820,150.9850,Wisemans Ferry,NSW,2.5,Hail 2.0-2.5cm 4km downstream from Wisemans Ferry village. Storm with large hail near Central Colo on 28/1/04 at 4:00UTC.,
1098,2004-01-28 04:45:00,-30.3150,153.1180,Coffs Harbour,NSW,2.0, Storm with large hail near Coffs Harbour on 28/1/04 at about 4:45UTC.,
1099,2004-01-30 03:30:00,-35.7150,150.1850,Batemans Bay,NSW,2.2,"Hail up to 2.2cm, average about 1cm. Storm with large hail near Batemans Bay on 30/1/04 at about 3:30UTC. (Heavy rain reported but no measurement.)",
1100,2004-01-30 04:15:00,-29.1150,153.4350,Evans Head,NSW,6.0,"Largest size 6cm, most common 3cm. Other reports of "golf ball" sized and "twice marble" sized hail from 10km W of Evans Head and Evans Head. Storm with large hail and large wind gusts near Evans Head on 30/1/04 at about 4:00UTC. (Reports from 10km W of Evans Head and at Evans Head.)",
1101,2004-01-30 04:15:00,-28.9150,152.3680,Drake,NSW,4.0, Storm with large hail at Drake on 30/1/04 4:15UTC.,
1102,2004-02-02 02:50:00,-35.4320,149.1680,Tuggeranong,NSW,2.0,"$2 coin" sized hail. Storm with large hail at Tuggeranong on 2/2/04 at 2:50UTC.,
1103,2004-02-02 03:00:00,-34.5900,150.5930,Robertson,NSW,2.0,"Lots of 2cm hail. Storm with large hail, large wind gusts near Robertson/ Mt Warrigal/ Shell Harbour/ Kiama on 2/2/04 from about 3:00UTC.",
1104,2004-02-02 03:15:00,-33.5980,150.7510,Richmond,NSW,4.0,""Just under golf ball" sized hail reported. Minor hail damage. Small hail reported Oakville. 2cm hail reported Terrey Hills (most 1cm). Storm with heavy rain, large hail (in some locations) and large wind gusts followed path from Kurmond/ Richmond/ Oakville/ Galston/ Terrey Hills on 2/2/04 from 3:10UTC.",
1105,2004-02-02 03:20:00,-34.5490,150.8430,Mount Warrigal,NSW,3.8,""Half golf ball" sized hail. Largest6 size 3.8mm, most common 2cm. Storm with large hail, large wind gusts near Robertson/ Mt Warrigal/ Shell Harbour/ Kiama on 2/2/04 from about 3:00UTC.",
1106,2004-02-02 03:20:00,-34.5820,150.8760,Shell Harbour,NSW,4.2,"Hail damage to vehicles and windows broken. "Golf ball" sized hail reported. Storm with large hail, large wind gusts near Robertson/ Mt Warrigal/ Shell Harbour/ Kiama on 2/2/04 from about 3:00UTC.",
1107,2004-02-02 04:00:00,-35.9150,150.1510,Moruya Heads,NSW,3.0,Hail broke corrugated plastic sheeting and dented cars. Storm with large hail at Moruya Heads on 2/2/04 at 4:00UTC.,
1108,2004-02-29 08:00:00,-32.0490,152.2680,Krambach,NSW,2.0,Hail up to 2cm. Storm with large wind gusts and large hail at Krambach on 29/2/04 at 8:00UTC.,
